lat,lon,pano_id,date,copyright,headings,url_h0,url_h90,url_h180,url_h270
6.457,3.145,Yzwz2FluRNZGA0b5ncA2lQ,2017-03,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.457,3.145&fov=90&heading=0&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.457,3.145&fov=90&heading=90&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.457,3.145&fov=90&heading=180&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.457,3.145&fov=90&heading=270&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4"
6.46,3.132,FEZQRy9ksvo-PCAcSAudKA,2017-03,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.46,3.132&fov=90&heading=0&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.46,3.132&fov=90&heading=90&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.46,3.132&fov=90&heading=180&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.46,3.132&fov=90&heading=270&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4"
6.46,3.115,ENv-1fMzsG57mqpYIvwZ-A,2019-11,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.46,3.115&fov=90&heading=0&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.46,3.115&fov=90&heading=90&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.46,3.115&fov=90&heading=180&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.46,3.115&fov=90&heading=270&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4"
6.46,3.149,0j8vfC_4S0wO3ChhOlKa6g,2017-03,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.46,3.149&fov=90&heading=0&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.46,3.149&fov=90&heading=90&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.46,3.149&fov=90&heading=180&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.46,3.149&fov=90&heading=270&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4"
6.461,3.134,1c_pMsKrGIJc5tustOlgJg,2017-03,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.461,3.134&fov=90&heading=0&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.461,3.134&fov=90&heading=90&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.461,3.134&fov=90&heading=180&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.461,3.134&fov=90&heading=270&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4"
6.463,3.103,UdOwZyyDdUS-nr__9r6gJQ,2017-03,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.463,3.103&fov=90&heading=0&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.463,3.103&fov=90&heading=90&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.463,3.103&fov=90&heading=180&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.463,3.103&fov=90&heading=270&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4"
6.463,3.137,G9IKG7-mZO8rUM9l44WLQQ,2017-03,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.463,3.137&fov=90&heading=0&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.463,3.137&fov=90&heading=90&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.463,3.137&fov=90&heading=180&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.463,3.137&fov=90&heading=270&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4"
6.464,3.138,wfVKEz6OMTHyjyjPPU6Y9A,2019-11,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.464,3.138&fov=90&heading=0&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.464,3.138&fov=90&heading=90&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.464,3.138&fov=90&heading=180&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.464,3.138&fov=90&heading=270&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4"
6.465,3.123,fjTB4k325jGWfr0xD9h8qA,2019-11,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.465,3.123&fov=90&heading=0&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.465,3.123&fov=90&heading=90&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.465,3.123&fov=90&heading=180&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.465,3.123&fov=90&heading=270&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4"
6.466,3.124,mGAmpe-Pnvsun0_HYxjvAA,2019-11,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.466,3.124&fov=90&heading=0&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.466,3.124&fov=90&heading=90&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.466,3.124&fov=90&heading=180&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.466,3.124&fov=90&heading=270&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4"
6.466,3.142,NtfJh6ohlqOM9sM4OIk0sQ,2017-03,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.466,3.142&fov=90&heading=0&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.466,3.142&fov=90&heading=90&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.466,3.142&fov=90&heading=180&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.466,3.142&fov=90&heading=270&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4"
6.465,3.14,80niUGo5AULvhGi4DedUsQ,2019-11,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.465,3.14&fov=90&heading=0&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.465,3.14&fov=90&heading=90&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.465,3.14&fov=90&heading=180&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.465,3.14&fov=90&heading=270&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4"
6.467,3.126,iFkcphBKkdDcI0m9YISVAQ,2017-03,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.467,3.126&fov=90&heading=0&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.467,3.126&fov=90&heading=90&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.467,3.126&fov=90&heading=180&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.467,3.126&fov=90&heading=270&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4"
6.467,3.143,ySNYkaSvcHzKkSORGtTFtA,2019-11,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.467,3.143&fov=90&heading=0&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.467,3.143&fov=90&heading=90&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.467,3.143&fov=90&heading=180&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.467,3.143&fov=90&heading=270&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4"
6.468,3.145,XTC8Qpg72WdydPVKJN2w9g,2017-03,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.468,3.145&fov=90&heading=0&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.468,3.145&fov=90&heading=90&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.468,3.145&fov=90&heading=180&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.468,3.145&fov=90&heading=270&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4"
6.469,3.129,dWjvfw5CiNWg-oejj3_w3A,2019-11,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.469,3.129&fov=90&heading=0&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.469,3.129&fov=90&heading=90&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.469,3.129&fov=90&heading=180&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.469,3.129&fov=90&heading=270&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4"
6.469,3.146,QLhhFJfs5vpHrBbfMOq6cQ,2019-11,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.469,3.146&fov=90&heading=0&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.469,3.146&fov=90&heading=90&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.469,3.146&fov=90&heading=180&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.469,3.146&fov=90&heading=270&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4"
6.47,3.131,X7d0xTU1IpHC4T1FNA-i3A,2017-03,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.47,3.131&fov=90&heading=0&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.47,3.131&fov=90&heading=90&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.47,3.131&fov=90&heading=180&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.47,3.131&fov=90&heading=270&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4"
6.47,3.148,lhwh-NHBMtuHIalqPKIw_A,2019-11,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.47,3.148&fov=90&heading=0&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.47,3.148&fov=90&heading=90&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.47,3.148&fov=90&heading=180&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.47,3.148&fov=90&heading=270&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4"
6.471,3.149,GTmhv3e1g5nWeyqUr8TGzw,2017-03,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.471,3.149&fov=90&heading=0&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.471,3.149&fov=90&heading=90&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.471,3.149&fov=90&heading=180&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.471,3.149&fov=90&heading=270&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4"
6.475,3.121,OOyeBTNTNd1prfx940XW5g,2017-03,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.475,3.121&fov=90&heading=0&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.475,3.121&fov=90&heading=90&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.475,3.121&fov=90&heading=180&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.475,3.121&fov=90&heading=270&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4"
6.476,3.123,IexE-44gC3EXmUhK883GKg,2017-03,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.476,3.123&fov=90&heading=0&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.476,3.123&fov=90&heading=90&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.476,3.123&fov=90&heading=180&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.476,3.123&fov=90&heading=270&pitch=0&key=AIzaSyCFCOudFQaSfl_yXZS5RVjdMEhyUOeAZB4"
