lat,lon,pano_id,date,copyright,headings,url_h0,url_h90,url_h180,url_h270,downloaded,rwi,rwi_dist_m
6.458,3.146,XERimRWBR4QastODbudTGQ,2019-11,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.458,3.146&fov=90&heading=0&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.458,3.146&fov=90&heading=90&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.458,3.146&fov=90&heading=180&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.458,3.146&fov=90&heading=270&pitch=0",True,1.189,791.100485857085
6.457,3.128,EEbyMksSkYxpsqQbj801tg,2019-11,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.457,3.128&fov=90&heading=0&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.457,3.128&fov=90&heading=90&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.457,3.128&fov=90&heading=180&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.457,3.128&fov=90&heading=270&pitch=0",True,1.427,345.9456816940106
6.459,3.148,moN8YwRwl0_FYtKBSiv64Q,2019-11,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.459,3.148&fov=90&heading=0&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.459,3.148&fov=90&heading=90&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.459,3.148&fov=90&heading=180&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.459,3.148&fov=90&heading=270&pitch=0",True,1.189,597.3507186646796
6.457,3.145,Yzwz2FluRNZGA0b5ncA2lQ,2017-03,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.457,3.145&fov=90&heading=0&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.457,3.145&fov=90&heading=90&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.457,3.145&fov=90&heading=180&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.457,3.145&fov=90&heading=270&pitch=0",True,1.189,898.0414549301573
6.46,3.132,FEZQRy9ksvo-PCAcSAudKA,2017-03,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.46,3.132&fov=90&heading=0&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.46,3.132&fov=90&heading=90&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.46,3.132&fov=90&heading=180&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.46,3.132&fov=90&heading=270&pitch=0",True,1.427,323.0731378417766
6.46,3.115,ENv-1fMzsG57mqpYIvwZ-A,2019-11,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.46,3.115&fov=90&heading=0&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.46,3.115&fov=90&heading=90&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.46,3.115&fov=90&heading=180&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.46,3.115&fov=90&heading=270&pitch=0",True,0.812,721.1533318771865
6.46,3.149,0j8vfC_4S0wO3ChhOlKa6g,2017-03,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.46,3.149&fov=90&heading=0&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.46,3.149&fov=90&heading=90&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.46,3.149&fov=90&heading=180&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.46,3.149&fov=90&heading=270&pitch=0",True,1.189,547.454683681686
6.462,3.118,7-QtfjydhgUFvsmA31Px0w,2017-03,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.462,3.118&fov=90&heading=0&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.462,3.118&fov=90&heading=90&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.462,3.118&fov=90&heading=180&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.462,3.118&fov=90&heading=270&pitch=0",True,0.812,1119.0900204649565
6.461,3.117,apCRTtfygbIpf4aR2jX9IQ,2017-03,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.461,3.117&fov=90&heading=0&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.461,3.117&fov=90&heading=90&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.461,3.117&fov=90&heading=180&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.461,3.117&fov=90&heading=270&pitch=0",True,0.812,969.6404534760908
6.463,3.103,UdOwZyyDdUS-nr__9r6gJQ,2017-03,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.463,3.103&fov=90&heading=0&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.463,3.103&fov=90&heading=90&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.463,3.103&fov=90&heading=180&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.463,3.103&fov=90&heading=270&pitch=0",True,0.812,935.3899322774963
6.463,3.12,Nb2ltD-QqzWxhwPJWyn0-Q,2019-11,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.463,3.12&fov=90&heading=0&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.463,3.12&fov=90&heading=90&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.463,3.12&fov=90&heading=180&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.463,3.12&fov=90&heading=270&pitch=0",True,0.812,1367.537279888235
6.461,3.134,1c_pMsKrGIJc5tustOlgJg,2017-03,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.461,3.134&fov=90&heading=0&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.461,3.134&fov=90&heading=90&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.461,3.134&fov=90&heading=180&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.461,3.134&fov=90&heading=270&pitch=0",True,1.427,527.9660888623939
6.463,3.137,G9IKG7-mZO8rUM9l44WLQQ,2017-03,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.463,3.137&fov=90&heading=0&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.463,3.137&fov=90&heading=90&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.463,3.137&fov=90&heading=180&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.463,3.137&fov=90&heading=270&pitch=0",True,1.427,916.5349311165256
6.464,3.138,wfVKEz6OMTHyjyjPPU6Y9A,2019-11,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.464,3.138&fov=90&heading=0&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.464,3.138&fov=90&heading=90&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.464,3.138&fov=90&heading=180&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.464,3.138&fov=90&heading=270&pitch=0",True,1.427,1073.696421921894
6.465,3.123,fjTB4k325jGWfr0xD9h8qA,2019-11,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.465,3.123&fov=90&heading=0&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.465,3.123&fov=90&heading=90&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.465,3.123&fov=90&heading=180&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.465,3.123&fov=90&heading=270&pitch=0",True,1.427,1247.3885488307444
6.466,3.124,mGAmpe-Pnvsun0_HYxjvAA,2019-11,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.466,3.124&fov=90&heading=0&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.466,3.124&fov=90&heading=90&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.466,3.124&fov=90&heading=180&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.466,3.124&fov=90&heading=270&pitch=0",True,1.427,1253.885265822499
6.464,3.121,LBOSqEoiJYBNh5I5m0LxuQ,2019-11,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.464,3.121&fov=90&heading=0&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.464,3.121&fov=90&heading=90&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.464,3.121&fov=90&heading=180&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.464,3.121&fov=90&heading=270&pitch=0",True,1.427,1351.4588776246226
6.466,3.142,NtfJh6ohlqOM9sM4OIk0sQ,2017-03,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.466,3.142&fov=90&heading=0&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.466,3.142&fov=90&heading=90&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.466,3.142&fov=90&heading=180&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.466,3.142&fov=90&heading=270&pitch=0",True,1.427,1554.241945082534
6.465,3.14,80niUGo5AULvhGi4DedUsQ,2019-11,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.465,3.14&fov=90&heading=0&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.465,3.14&fov=90&heading=90&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.465,3.14&fov=90&heading=180&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.465,3.14&fov=90&heading=270&pitch=0",True,1.427,1312.4339176252122
6.467,3.126,iFkcphBKkdDcI0m9YISVAQ,2017-03,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.467,3.126&fov=90&heading=0&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.467,3.126&fov=90&heading=90&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.467,3.126&fov=90&heading=180&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.467,3.126&fov=90&heading=270&pitch=0",True,1.427,1224.508995872318
6.467,3.143,ySNYkaSvcHzKkSORGtTFtA,2019-11,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.467,3.143&fov=90&heading=0&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.467,3.143&fov=90&heading=90&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.467,3.143&fov=90&heading=180&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.467,3.143&fov=90&heading=270&pitch=0",True,1.189,1559.4375492835018
6.469,3.146,QLhhFJfs5vpHrBbfMOq6cQ,2019-11,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.469,3.146&fov=90&heading=0&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.469,3.146&fov=90&heading=90&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.469,3.146&fov=90&heading=180&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.469,3.146&fov=90&heading=270&pitch=0",True,1.175,1367.4665093876501
6.469,3.129,dWjvfw5CiNWg-oejj3_w3A,2019-11,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.469,3.129&fov=90&heading=0&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.469,3.129&fov=90&heading=90&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.469,3.129&fov=90&heading=180&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.469,3.129&fov=90&heading=270&pitch=0",True,1.058,1142.8704471520027
6.468,3.145,XTC8Qpg72WdydPVKJN2w9g,2017-03,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.468,3.145&fov=90&heading=0&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.468,3.145&fov=90&heading=90&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.468,3.145&fov=90&heading=180&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.468,3.145&fov=90&heading=270&pitch=0",True,1.189,1495.6064215391575
6.47,3.131,X7d0xTU1IpHC4T1FNA-i3A,2017-03,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.47,3.131&fov=90&heading=0&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.47,3.131&fov=90&heading=90&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.47,3.131&fov=90&heading=180&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.47,3.131&fov=90&heading=270&pitch=0",True,1.058,1007.6404507478347
6.47,3.148,lhwh-NHBMtuHIalqPKIw_A,2019-11,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.47,3.148&fov=90&heading=0&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.47,3.148&fov=90&heading=90&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.47,3.148&fov=90&heading=180&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.47,3.148&fov=90&heading=270&pitch=0",True,1.175,1154.7520751424868
6.471,3.149,GTmhv3e1g5nWeyqUr8TGzw,2017-03,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.471,3.149&fov=90&heading=0&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.471,3.149&fov=90&heading=90&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.471,3.149&fov=90&heading=180&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.471,3.149&fov=90&heading=270&pitch=0",True,1.175,1004.4012480811055
6.475,3.121,OOyeBTNTNd1prfx940XW5g,2017-03,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.475,3.121&fov=90&heading=0&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.475,3.121&fov=90&heading=90&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.475,3.121&fov=90&heading=180&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.475,3.121&fov=90&heading=270&pitch=0",True,1.058,1210.535372252775
6.476,3.123,IexE-44gC3EXmUhK883GKg,2017-03,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.476,3.123&fov=90&heading=0&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.476,3.123&fov=90&heading=90&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.476,3.123&fov=90&heading=180&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.476,3.123&fov=90&heading=270&pitch=0",True,1.058,963.0295497874209
6.477,3.124,NoubUAbICw78m6UHE8TuWA,2019-11,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.477,3.124&fov=90&heading=0&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.477,3.124&fov=90&heading=90&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.477,3.124&fov=90&heading=180&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.477,3.124&fov=90&heading=270&pitch=0",True,1.058,822.2847075535793
6.476,3.14,2qnnAxg90JyeTiw7Lu7MrQ,2017-03,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.476,3.14&fov=90&heading=0&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.476,3.14&fov=90&heading=90&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.476,3.14&fov=90&heading=180&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.476,3.14&fov=90&heading=270&pitch=0",True,1.058,1045.9152440456096
6.477,3.141,aiLmRAe1WEDW1L8aecpJAQ,2019-11,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.477,3.141&fov=90&heading=0&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.477,3.141&fov=90&heading=90&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.477,3.141&fov=90&heading=180&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.477,3.141&fov=90&heading=270&pitch=0",True,1.058,1123.6982691128578
6.478,3.126,my9VJUF34N8iWvABYYIqKA,2017-03,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.478,3.126&fov=90&heading=0&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.478,3.126&fov=90&heading=90&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.478,3.126&fov=90&heading=180&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.478,3.126&fov=90&heading=270&pitch=0",True,1.058,579.5108096024045
6.478,3.143,t6vGoH0jTYl19vN5v1vjew,2017-03,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.478,3.143&fov=90&heading=0&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.478,3.143&fov=90&heading=90&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.478,3.143&fov=90&heading=180&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.478,3.143&fov=90&heading=270&pitch=0",True,1.175,1126.177554361825
6.479,3.127,8BnENmksdSUfQreINNu2yg,2019-11,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.479,3.127&fov=90&heading=0&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.479,3.127&fov=90&heading=90&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.479,3.127&fov=90&heading=180&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.479,3.127&fov=90&heading=270&pitch=0",True,1.058,456.1584903238435
6.479,3.145,KTK4bCoPM0gn7II3IddZ5Q,2017-03,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.479,3.145&fov=90&heading=0&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.479,3.145&fov=90&heading=90&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.479,3.145&fov=90&heading=180&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.479,3.145&fov=90&heading=270&pitch=0",True,1.175,897.655636399449
6.48,3.129,a59AuzZoihGcZ8YtYAlKPw,2017-03,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.48,3.129&fov=90&heading=0&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.48,3.129&fov=90&heading=90&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.48,3.129&fov=90&heading=180&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.48,3.129&fov=90&heading=270&pitch=0",True,1.058,255.74780223757455
6.48,3.146,1ZHJYtoIHt_5MlKg1HTQfA,2017-03,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.48,3.146&fov=90&heading=0&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.48,3.146&fov=90&heading=90&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.48,3.146&fov=90&heading=180&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.48,3.146&fov=90&heading=270&pitch=0",True,1.175,793.2795702319552
6.481,3.13,535iEoJMs2vj7q0kx_gJ4w,2017-03,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.481,3.13&fov=90&heading=0&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.481,3.13&fov=90&heading=90&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.481,3.13&fov=90&heading=180&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.481,3.13&fov=90&heading=270&pitch=0",True,1.058,247.33250745261395
6.481,3.148,U0VZfvr0IwcFZgOSw0zKWQ,2017-03,© Google,"0,90,180,270","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.481,3.148&fov=90&heading=0&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.481,3.148&fov=90&heading=90&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.481,3.148&fov=90&heading=180&pitch=0","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=6.481,3.148&fov=90&heading=270&pitch=0",True,1.175,603.684959497109
